user_id,variant,country_tier,device,traffic_source,exposure_date,completed_signup
100,treatment,tier_1,android,paid_social,2025-07-01,0
101,control,tier_3,ios,paid_social,2025-07-01,1
102,control,tier_2,android,organic,2025-07-01,1
103,treatment,tier_3,android,referral,2025-07-01,1
104,control,tier_3,android,paid_search,2025-07-01,0
105,control,tier_3,ios,paid_search,2025-07-01,0
106,treatment,tier_3,ios,organic,2025-07-01,0
107,treatment,tier_3,android,referral,2025-07-01,1
108,control,tier_1,ios,referral,2025-07-01,1
109,control,tier_3,ios,paid_search,2025-07-01,1
110,control,tier_1,android,paid_social,2025-07-01,0
111,treatment,tier_3,ios,paid_search,2025-07-01,0
112,treatment,tier_2,ios,referral,2025-07-01,0
113,treatment,tier_2,android,paid_social,2025-07-01,1
114,control,tier_2,android,organic,2025-07-01,1
115,treatment,tier_1,ios,paid_social,2025-07-01,0
116,control,tier_2,android,paid_social,2025-07-01,1
117,control,tier_3,android,paid_social,2025-07-01,1
118,control,tier_1,android,paid_social,2025-07-01,1
119,treatment,tier_1,android,paid_search,2025-07-01,1
120,control,tier_2,ios,paid_search,2025-07-01,0
121,control,tier_1,ios,referral,2025-07-01,1
122,treatment,tier_2,android,organic,2025-07-01,0
123,treatment,tier_1,android,organic,2025-07-01,1
124,control,tier_2,android,organic,2025-07-01,0
125,treatment,tier_3,android,paid_search,2025-07-01,1
126,control,tier_3,ios,organic,2025-07-01,1
127,control,tier_1,android,organic,2025-07-01,1
128,control,tier_1,android,paid_social,2025-07-01,1
129,control,tier_2,android,paid_search,2025-07-01,1
130,treatment,tier_3,android,organic,2025-07-01,1
131,control,tier_3,android,organic,2025-07-01,1
132,control,tier_1,ios,organic,2025-07-01,1
133,control,tier_1,ios,paid_social,2025-07-01,1
134,control,tier_1,android,paid_social,2025-07-01,1
135,control,tier_1,ios,paid_social,2025-07-01,0
136,treatment,tier_2,ios,paid_social,2025-07-01,1
137,control,tier_1,android,referral,2025-07-01,1
138,treatment,tier_1,android,organic,2025-07-01,0
139,control,tier_2,android,paid_search,2025-07-01,1
140,treatment,tier_2,ios,referral,2025-07-01,1
141,treatment,tier_2,ios,paid_social,2025-07-01,1
142,control,tier_2,android,referral,2025-07-01,1
143,control,tier_3,ios,paid_social,2025-07-01,0
144,control,tier_1,android,organic,2025-07-01,1
145,treatment,tier_2,android,referral,2025-07-01,1
146,control,tier_1,ios,organic,2025-07-01,1
147,control,tier_3,ios,organic,2025-07-01,0
148,control,tier_3,ios,paid_search,2025-07-01,1
149,treatment,tier_3,ios,organic,2025-07-01,0
150,control,tier_2,ios,paid_search,2025-07-01,1
151,treatment,tier_1,android,paid_search,2025-07-01,0
152,treatment,tier_1,ios,organic,2025-07-01,1
153,control,tier_1,android,referral,2025-07-01,0
154,control,tier_2,android,paid_social,2025-07-01,0
155,treatment,tier_1,android,organic,2025-07-01,1
156,control,tier_1,android,paid_social,2025-07-01,1
157,control,tier_2,android,referral,2025-07-01,0
158,treatment,tier_3,android,paid_social,2025-07-01,0
159,treatment,tier_1,android,paid_social,2025-07-01,0
160,control,tier_1,ios,paid_social,2025-07-01,1
161,treatment,tier_1,ios,paid_search,2025-07-01,1
162,control,tier_2,ios,paid_social,2025-07-01,1
163,control,tier_3,ios,organic,2025-07-01,0
164,treatment,tier_2,ios,organic,2025-07-01,0
165,treatment,tier_1,android,organic,2025-07-01,1
166,treatment,tier_2,ios,paid_social,2025-07-01,0
167,control,tier_1,android,organic,2025-07-01,1
168,treatment,tier_2,ios,referral,2025-07-01,1
169,control,tier_1,android,paid_social,2025-07-01,0
170,treatment,tier_1,android,organic,2025-07-01,0
171,control,tier_1,android,organic,2025-07-01,0
172,control,tier_2,ios,referral,2025-07-01,1
173,control,tier_2,ios,referral,2025-07-01,0
174,control,tier_3,android,paid_social,2025-07-01,1
175,treatment,tier_3,ios,paid_search,2025-07-01,1
176,treatment,tier_2,android,referral,2025-07-01,0
177,control,tier_3,android,paid_search,2025-07-01,1
178,treatment,tier_3,android,referral,2025-07-01,1
179,treatment,tier_1,android,paid_social,2025-07-01,0
180,treatment,tier_3,android,organic,2025-07-01,1
181,treatment,tier_3,ios,organic,2025-07-01,1
182,treatment,tier_1,android,referral,2025-07-01,1
183,treatment,tier_3,ios,paid_social,2025-07-01,1
184,control,tier_2,android,referral,2025-07-01,0
185,treatment,tier_2,ios,paid_social,2025-07-01,1
186,control,tier_2,android,paid_search,2025-07-01,0
187,treatment,tier_2,ios,organic,2025-07-01,1
188,treatment,tier_3,android,organic,2025-07-01,1
189,treatment,tier_1,ios,organic,2025-07-01,1
190,control,tier_2,android,organic,2025-07-01,1
191,control,tier_1,android,paid_social,2025-07-01,0
192,treatment,tier_1,ios,referral,2025-07-01,1
193,control,tier_2,android,paid_social,2025-07-01,0
194,control,tier_3,android,organic,2025-07-01,0
195,treatment,tier_2,android,referral,2025-07-01,1
196,control,tier_3,android,paid_search,2025-07-01,1
197,treatment,tier_2,android,paid_social,2025-07-01,0
198,treatment,tier_2,ios,organic,2025-07-01,0
199,treatment,tier_3,ios,organic,2025-07-01,1
200,control,tier_3,android,paid_search,2025-07-01,1
201,treatment,tier_1,android,paid_search,2025-07-01,1
202,treatment,tier_1,ios,paid_search,2025-07-01,1
203,control,tier_1,android,paid_search,2025-07-01,1
204,control,tier_1,ios,paid_social,2025-07-01,1
205,treatment,tier_2,ios,referral,2025-07-01,1
206,treatment,tier_1,android,paid_search,2025-07-01,0
207,treatment,tier_2,android,paid_social,2025-07-01,1
208,control,tier_1,ios,paid_social,2025-07-01,1
209,control,tier_3,ios,referral,2025-07-01,1
210,treatment,tier_2,android,referral,2025-07-01,1
211,control,tier_3,android,organic,2025-07-01,1
212,control,tier_1,android,paid_search,2025-07-01,1
213,control,tier_2,ios,paid_search,2025-07-01,1
214,control,tier_3,android,organic,2025-07-01,1
215,treatment,tier_1,android,paid_search,2025-07-01,1
216,treatment,tier_2,ios,referral,2025-07-01,0
217,control,tier_1,android,organic,2025-07-01,1
218,treatment,tier_2,ios,organic,2025-07-01,0
219,control,tier_1,android,paid_social,2025-07-01,0
220,treatment,tier_2,android,paid_social,2025-07-01,1
221,control,tier_1,ios,organic,2025-07-01,1
222,treatment,tier_3,android,paid_social,2025-07-01,0
223,control,tier_1,android,paid_search,2025-07-01,1
224,control,tier_1,android,organic,2025-07-01,1
225,treatment,tier_3,android,paid_social,2025-07-01,1
226,treatment,tier_3,ios,organic,2025-07-01,1
227,treatment,tier_2,ios,organic,2025-07-01,1
228,treatment,tier_2,android,referral,2025-07-01,0
229,treatment,tier_2,ios,referral,2025-07-01,1
230,treatment,tier_1,android,paid_search,2025-07-01,1
231,control,tier_3,ios,organic,2025-07-01,1
232,control,tier_1,ios,paid_social,2025-07-01,0
233,treatment,tier_3,ios,paid_search,2025-07-01,0
234,control,tier_1,android,organic,2025-07-01,1
235,treatment,tier_2,android,organic,2025-07-01,0
236,treatment,tier_3,android,organic,2025-07-01,0
237,control,tier_2,android,paid_search,2025-07-01,1
238,control,tier_2,ios,paid_search,2025-07-01,0
239,treatment,tier_2,ios,referral,2025-07-01,1
240,treatment,tier_1,android,referral,2025-07-01,1
241,treatment,tier_3,android,paid_social,2025-07-01,0
242,treatment,tier_2,ios,organic,2025-07-01,1
243,treatment,tier_2,android,paid_social,2025-07-01,1
244,treatment,tier_1,ios,referral,2025-07-01,0
245,control,tier_1,android,referral,2025-07-01,1
246,treatment,tier_1,ios,paid_social,2025-07-01,0
247,control,tier_2,ios,paid_social,2025-07-01,1
248,control,tier_2,android,organic,2025-07-01,0
249,control,tier_3,ios,paid_social,2025-07-01,1
250,treatment,tier_1,ios,paid_search,2025-07-01,1
251,control,tier_1,android,referral,2025-07-01,0
252,control,tier_1,ios,referral,2025-07-01,1
253,treatment,tier_3,ios,paid_social,2025-07-01,0
254,treatment,tier_1,ios,organic,2025-07-01,0
255,control,tier_2,android,organic,2025-07-01,1
256,treatment,tier_1,ios,paid_search,2025-07-01,0
257,control,tier_3,android,paid_search,2025-07-01,0
258,treatment,tier_1,ios,paid_search,2025-07-01,0
259,treatment,tier_2,ios,organic,2025-07-01,0
260,treatment,tier_3,ios,organic,2025-07-01,1
261,control,tier_1,android,paid_social,2025-07-01,1
262,treatment,tier_3,ios,paid_social,2025-07-01,1
263,treatment,tier_1,ios,paid_search,2025-07-01,0
264,treatment,tier_2,ios,organic,2025-07-01,1
265,treatment,tier_2,android,paid_social,2025-07-01,1
266,treatment,tier_1,ios,paid_search,2025-07-01,0
267,control,tier_2,ios,organic,2025-07-01,1
268,treatment,tier_1,android,organic,2025-07-01,1
269,treatment,tier_2,android,organic,2025-07-01,0
270,control,tier_3,android,organic,2025-07-01,0
271,control,tier_2,android,organic,2025-07-01,0
272,treatment,tier_3,android,paid_social,2025-07-01,1
273,treatment,tier_1,ios,referral,2025-07-01,1
274,control,tier_1,ios,paid_search,2025-07-01,0
275,control,tier_2,android,referral,2025-07-01,1
276,control,tier_3,ios,paid_social,2025-07-01,0
277,treatment,tier_3,ios,organic,2025-07-01,0
278,control,tier_2,ios,organic,2025-07-01,1
279,control,tier_3,android,paid_social,2025-07-01,1
280,control,tier_1,ios,paid_social,2025-07-01,0
281,treatment,tier_1,android,paid_social,2025-07-01,0
282,treatment,tier_2,android,referral,2025-07-01,0
283,control,tier_1,ios,organic,2025-07-01,1
284,treatment,tier_3,android,referral,2025-07-01,1
285,control,tier_1,android,organic,2025-07-01,1
286,treatment,tier_1,android,organic,2025-07-01,0
287,control,tier_2,ios,referral,2025-07-01,1
288,control,tier_2,ios,paid_social,2025-07-01,1
289,treatment,tier_2,ios,paid_social,2025-07-01,1
290,control,tier_1,android,referral,2025-07-01,1
291,control,tier_2,android,organic,2025-07-01,1
292,control,tier_1,ios,organic,2025-07-01,0
293,control,tier_2,ios,organic,2025-07-01,1
294,control,tier_3,android,organic,2025-07-01,1
295,control,tier_2,ios,paid_social,2025-07-01,0
296,control,tier_2,android,paid_social,2025-07-01,0
297,treatment,tier_2,android,organic,2025-07-01,1
298,control,tier_1,ios,paid_social,2025-07-01,1
299,treatment,tier_3,android,organic,2025-07-01,1
300,control,tier_2,android,paid_social,2025-07-01,1
301,control,tier_3,android,organic,2025-07-01,1
302,treatment,tier_1,android,paid_search,2025-07-01,1
303,control,tier_2,android,paid_search,2025-07-01,1
304,treatment,tier_1,ios,organic,2025-07-01,1
305,treatment,tier_2,ios,paid_social,2025-07-01,1
306,treatment,tier_2,ios,paid_social,2025-07-01,0
307,control,tier_2,ios,organic,2025-07-01,1
308,treatment,tier_2,android,organic,2025-07-01,1
309,treatment,tier_2,ios,organic,2025-07-01,1
310,control,tier_3,android,referral,2025-07-01,1
311,treatment,tier_3,ios,paid_social,2025-07-01,0
312,control,tier_1,android,organic,2025-07-01,1
313,control,tier_3,ios,organic,2025-07-01,1
314,treatment,tier_2,ios,organic,2025-07-01,0
315,treatment,tier_1,android,paid_social,2025-07-01,0
316,control,tier_2,android,paid_search,2025-07-01,1
317,treatment,tier_1,ios,paid_search,2025-07-01,1
318,treatment,tier_1,android,paid_search,2025-07-01,0
319,control,tier_3,android,organic,2025-07-01,1
320,control,tier_2,ios,organic,2025-07-01,0
321,treatment,tier_2,android,paid_social,2025-07-01,0
322,treatment,tier_1,ios,referral,2025-07-01,1
323,treatment,tier_3,ios,organic,2025-07-01,0
324,control,tier_2,android,organic,2025-07-01,1
325,control,tier_1,android,paid_social,2025-07-01,1
326,treatment,tier_2,ios,paid_search,2025-07-01,1
327,control,tier_2,ios,paid_social,2025-07-01,0
328,treatment,tier_1,ios,paid_search,2025-07-01,1
329,control,tier_1,ios,organic,2025-07-01,0
330,treatment,tier_1,android,organic,2025-07-01,1
331,control,tier_2,ios,paid_social,2025-07-01,1
332,control,tier_1,android,paid_social,2025-07-01,1
333,treatment,tier_3,android,organic,2025-07-01,1
334,control,tier_1,android,organic,2025-07-01,1
335,treatment,tier_3,ios,organic,2025-07-01,1
336,control,tier_3,ios,paid_social,2025-07-01,1
337,treatment,tier_1,android,referral,2025-07-01,1
338,treatment,tier_1,android,referral,2025-07-01,1
339,treatment,tier_3,android,paid_search,2025-07-01,1
340,control,tier_1,android,paid_social,2025-07-01,0
341,control,tier_1,android,paid_social,2025-07-01,1
342,treatment,tier_2,ios,paid_social,2025-07-01,0
343,treatment,tier_3,android,organic,2025-07-01,1
344,treatment,tier_3,android,paid_social,2025-07-01,0
345,treatment,tier_2,android,organic,2025-07-01,1
346,treatment,tier_1,android,paid_search,2025-07-01,1
347,treatment,tier_1,android,referral,2025-07-01,0
348,treatment,tier_2,ios,paid_social,2025-07-01,1
349,control,tier_2,ios,paid_social,2025-07-01,0
350,treatment,tier_2,android,organic,2025-07-01,1
351,treatment,tier_2,android,referral,2025-07-01,1
352,control,tier_1,ios,paid_search,2025-07-01,0
353,treatment,tier_1,ios,organic,2025-07-01,0
354,control,tier_1,android,paid_social,2025-07-01,0
355,control,tier_2,ios,paid_social,2025-07-01,1
356,treatment,tier_3,ios,organic,2025-07-01,1
357,treatment,tier_3,android,paid_social,2025-07-01,1
358,control,tier_2,android,organic,2025-07-01,0
359,treatment,tier_3,android,organic,2025-07-01,1
360,control,tier_3,ios,paid_social,2025-07-01,1
361,control,tier_2,ios,paid_social,2025-07-01,1
362,treatment,tier_3,android,referral,2025-07-01,1
363,treatment,tier_2,ios,paid_social,2025-07-01,1
364,control,tier_1,android,referral,2025-07-01,0
365,treatment,tier_2,android,referral,2025-07-01,1
366,control,tier_1,ios,paid_search,2025-07-01,0
367,treatment,tier_2,android,referral,2025-07-01,1
368,treatment,tier_3,android,paid_search,2025-07-01,1
369,treatment,tier_1,ios,referral,2025-07-01,1
370,control,tier_2,android,paid_social,2025-07-01,0
371,treatment,tier_3,android,referral,2025-07-01,1
372,treatment,tier_3,android,referral,2025-07-01,1
373,treatment,tier_3,android,referral,2025-07-01,1
374,control,tier_3,android,paid_social,2025-07-01,1
375,treatment,tier_2,android,paid_social,2025-07-01,1
376,control,tier_1,ios,paid_search,2025-07-01,0
377,control,tier_2,ios,paid_social,2025-07-01,0
378,treatment,tier_1,ios,referral,2025-07-01,1
379,treatment,tier_2,ios,organic,2025-07-01,0
380,control,tier_3,android,referral,2025-07-01,1
381,control,tier_1,android,organic,2025-07-01,1
382,treatment,tier_1,ios,paid_social,2025-07-01,1
383,control,tier_1,android,organic,2025-07-01,1
384,control,tier_2,android,referral,2025-07-01,1
385,control,tier_1,ios,referral,2025-07-01,0
386,control,tier_3,ios,referral,2025-07-01,0
387,treatment,tier_1,ios,referral,2025-07-01,0
388,control,tier_2,android,referral,2025-07-01,1
389,treatment,tier_1,android,organic,2025-07-01,1
390,treatment,tier_3,ios,paid_search,2025-07-01,1
391,control,tier_3,android,paid_social,2025-07-01,1
392,treatment,tier_2,android,paid_search,2025-07-01,1
393,control,tier_3,ios,organic,2025-07-01,0
394,control,tier_3,ios,paid_social,2025-07-01,1
395,treatment,tier_2,android,paid_search,2025-07-01,1
396,control,tier_3,ios,paid_social,2025-07-01,1
397,treatment,tier_1,android,organic,2025-07-01,1
398,control,tier_3,android,organic,2025-07-01,1
399,control,tier_3,android,paid_social,2025-07-01,1
400,treatment,tier_3,ios,paid_search,2025-07-01,1
401,control,tier_2,android,organic,2025-07-01,1
402,control,tier_2,android,paid_search,2025-07-01,1
403,treatment,tier_3,ios,organic,2025-07-01,1
404,treatment,tier_2,android,paid_social,2025-07-01,1
405,control,tier_1,android,organic,2025-07-01,1
406,control,tier_2,android,organic,2025-07-01,1
407,control,tier_2,android,organic,2025-07-01,0
408,treatment,tier_3,android,paid_search,2025-07-01,1
409,control,tier_2,ios,paid_search,2025-07-01,1
410,control,tier_1,android,paid_social,2025-07-01,0
411,control,tier_2,android,paid_social,2025-07-01,1
412,treatment,tier_2,android,paid_social,2025-07-01,0
413,control,tier_3,ios,organic,2025-07-01,1
414,treatment,tier_1,ios,paid_search,2025-07-01,1
415,treatment,tier_2,ios,paid_search,2025-07-01,1
416,control,tier_1,android,referral,2025-07-01,1
417,control,tier_3,android,organic,2025-07-01,0
418,control,tier_1,ios,paid_social,2025-07-01,1
419,control,tier_1,android,paid_search,2025-07-01,1
420,control,tier_3,android,organic,2025-07-01,1
421,control,tier_3,ios,referral,2025-07-01,1
422,treatment,tier_1,android,referral,2025-07-01,1
423,treatment,tier_2,android,organic,2025-07-01,0
424,control,tier_2,ios,paid_search,2025-07-01,1
425,treatment,tier_1,android,paid_social,2025-07-01,1
426,treatment,tier_3,ios,paid_search,2025-07-01,1
427,control,tier_1,android,organic,2025-07-01,1
428,treatment,tier_1,android,paid_social,2025-07-01,1
429,control,tier_1,android,paid_social,2025-07-01,1
430,treatment,tier_1,android,organic,2025-07-01,1
431,control,tier_2,ios,paid_social,2025-07-01,1
432,control,tier_3,ios,paid_search,2025-07-01,1
433,treatment,tier_1,android,paid_social,2025-07-01,1
434,control,tier_1,ios,paid_search,2025-07-01,1
435,treatment,tier_1,ios,paid_social,2025-07-01,1
436,treatment,tier_2,ios,referral,2025-07-01,0
437,control,tier_3,android,paid_social,2025-07-01,0
438,control,tier_3,ios,paid_social,2025-07-01,0
439,treatment,tier_2,android,paid_search,2025-07-01,0
440,treatment,tier_2,android,paid_social,2025-07-01,0
441,control,tier_2,ios,organic,2025-07-01,1
442,control,tier_2,android,paid_search,2025-07-01,0
443,control,tier_1,android,organic,2025-07-01,1
444,treatment,tier_1,ios,organic,2025-07-01,1
445,control,tier_1,ios,paid_search,2025-07-01,1
446,control,tier_1,android,paid_social,2025-07-01,1
447,treatment,tier_1,ios,paid_search,2025-07-01,1
448,control,tier_2,ios,paid_search,2025-07-01,1
449,control,tier_1,ios,paid_social,2025-07-01,1
450,treatment,tier_2,ios,organic,2025-07-01,0
451,control,tier_2,android,paid_social,2025-07-01,1
452,control,tier_3,android,paid_search,2025-07-01,1
453,treatment,tier_2,ios,referral,2025-07-01,0
454,treatment,tier_1,android,organic,2025-07-01,1
455,control,tier_2,android,paid_social,2025-07-01,1
456,treatment,tier_2,android,organic,2025-07-01,1
457,control,tier_2,ios,paid_social,2025-07-01,0
458,treatment,tier_3,android,paid_social,2025-07-01,0
459,control,tier_3,ios,organic,2025-07-01,0
460,control,tier_1,ios,paid_search,2025-07-01,1
461,treatment,tier_1,android,organic,2025-07-01,1
462,control,tier_1,android,paid_social,2025-07-01,0
463,control,tier_2,ios,paid_social,2025-07-01,1
464,control,tier_1,ios,organic,2025-07-01,1
465,control,tier_2,ios,referral,2025-07-01,0
466,control,tier_3,android,organic,2025-07-01,0
467,control,tier_3,ios,referral,2025-07-01,1
468,control,tier_3,ios,referral,2025-07-01,0
469,control,tier_3,ios,organic,2025-07-01,1
470,control,tier_2,ios,paid_social,2025-07-01,0
471,control,tier_2,android,paid_social,2025-07-01,0
472,control,tier_2,ios,referral,2025-07-01,1
473,treatment,tier_2,android,organic,2025-07-01,1
474,control,tier_3,ios,organic,2025-07-01,1
475,treatment,tier_3,android,organic,2025-07-01,0
476,control,tier_3,android,paid_social,2025-07-01,0
477,control,tier_3,android,organic,2025-07-01,1
478,treatment,tier_1,ios,organic,2025-07-01,0
479,control,tier_2,android,paid_search,2025-07-01,1
480,treatment,tier_2,android,organic,2025-07-01,1
481,treatment,tier_2,ios,referral,2025-07-01,1
482,treatment,tier_2,android,organic,2025-07-01,1
483,control,tier_3,android,paid_search,2025-07-01,0
484,treatment,tier_1,android,paid_search,2025-07-01,1
485,control,tier_1,ios,paid_social,2025-07-01,0
486,treatment,tier_2,android,paid_social,2025-07-01,1
487,control,tier_1,android,paid_search,2025-07-01,0
488,treatment,tier_1,ios,organic,2025-07-01,1
489,treatment,tier_2,android,referral,2025-07-01,1
490,control,tier_3,android,organic,2025-07-01,1
491,control,tier_1,ios,organic,2025-07-01,1
492,treatment,tier_3,ios,paid_social,2025-07-01,1
493,control,tier_3,ios,paid_search,2025-07-01,1
494,control,tier_1,android,organic,2025-07-01,1
495,control,tier_2,android,paid_social,2025-07-01,0
496,treatment,tier_2,android,paid_social,2025-07-01,0
497,control,tier_2,android,organic,2025-07-01,0
498,treatment,tier_2,ios,organic,2025-07-01,1
499,control,tier_1,android,paid_search,2025-07-01,1
500,control,tier_1,ios,paid_social,2025-07-01,0
501,treatment,tier_1,ios,paid_social,2025-07-01,0
502,control,tier_1,ios,organic,2025-07-01,1
503,control,tier_1,android,organic,2025-07-01,0
504,control,tier_2,android,paid_search,2025-07-01,0
505,treatment,tier_3,android,referral,2025-07-01,0
506,control,tier_1,android,paid_social,2025-07-01,1
507,control,tier_2,android,organic,2025-07-01,0
508,treatment,tier_1,ios,paid_social,2025-07-01,0
509,treatment,tier_2,ios,organic,2025-07-01,1
510,control,tier_2,ios,paid_social,2025-07-01,0
511,control,tier_1,ios,referral,2025-07-01,0
512,treatment,tier_1,ios,organic,2025-07-01,1
513,control,tier_3,ios,paid_social,2025-07-01,1
514,control,tier_1,ios,referral,2025-07-01,1
515,treatment,tier_1,android,paid_search,2025-07-01,1
516,treatment,tier_1,ios,paid_social,2025-07-01,1
517,control,tier_1,android,paid_search,2025-07-01,1
518,treatment,tier_1,ios,paid_search,2025-07-01,0
519,treatment,tier_2,android,organic,2025-07-01,0
520,control,tier_3,android,organic,2025-07-01,1
521,control,tier_2,android,organic,2025-07-01,0
522,treatment,tier_1,ios,organic,2025-07-01,0
523,control,tier_1,android,paid_social,2025-07-01,1
524,control,tier_2,android,paid_search,2025-07-01,1
525,control,tier_1,ios,organic,2025-07-01,1
526,treatment,tier_2,android,organic,2025-07-01,1
527,treatment,tier_1,android,organic,2025-07-01,1
528,control,tier_2,android,referral,2025-07-01,1
529,treatment,tier_2,ios,organic,2025-07-01,1
530,treatment,tier_3,android,paid_search,2025-07-01,1
531,control,tier_2,ios,paid_social,2025-07-01,1
532,treatment,tier_3,android,organic,2025-07-01,0
533,treatment,tier_2,ios,organic,2025-07-01,0
534,treatment,tier_3,android,paid_social,2025-07-01,1
535,control,tier_2,android,paid_search,2025-07-01,0
536,treatment,tier_2,android,paid_search,2025-07-01,1
537,treatment,tier_2,android,paid_social,2025-07-01,0
538,treatment,tier_1,android,paid_social,2025-07-01,1
539,control,tier_2,android,paid_social,2025-07-01,0
540,treatment,tier_1,android,organic,2025-07-01,1
541,treatment,tier_3,android,paid_search,2025-07-01,0
542,control,tier_3,ios,paid_search,2025-07-01,0
543,treatment,tier_1,android,organic,2025-07-01,0
544,treatment,tier_3,ios,paid_social,2025-07-01,0
545,control,tier_3,android,referral,2025-07-01,1
546,treatment,tier_1,android,paid_search,2025-07-01,1
547,treatment,tier_1,ios,organic,2025-07-01,1
548,treatment,tier_2,android,referral,2025-07-01,0
