userid,version,sum_gamerounds,retention_1,retention_7
302,gate_40,15,False,False
303,gate_40,31,True,False
304,gate_40,1,False,False
305,gate_30,32,True,False
306,gate_30,22,True,False
307,gate_40,26,True,False
308,gate_40,10,False,False
309,gate_40,26,True,False
310,gate_30,10,False,False
311,gate_30,9,True,True
312,gate_40,47,True,True
313,gate_40,13,True,False
314,gate_40,57,True,False
315,gate_40,62,False,False
316,gate_40,84,False,False
317,gate_30,2,False,False
318,gate_30,12,False,False
319,gate_40,30,True,True
320,gate_40,47,True,False
321,gate_30,3,False,False
322,gate_30,49,False,False
323,gate_40,92,False,False
324,gate_30,27,False,False
325,gate_30,26,True,False
326,gate_40,27,True,False
327,gate_40,20,False,False
328,gate_40,26,True,False
329,gate_30,21,False,False
330,gate_40,4,True,True
331,gate_30,24,True,True
332,gate_30,11,True,False
333,gate_40,21,False,False
334,gate_40,17,False,False
335,gate_40,13,False,False
336,gate_40,31,False,False
337,gate_40,26,False,False
338,gate_30,29,True,True
339,gate_30,35,True,False
340,gate_30,13,False,False
341,gate_30,36,False,False
342,gate_40,6,True,False
343,gate_30,21,True,False
344,gate_40,50,True,False
345,gate_40,2,True,False
346,gate_40,29,True,False
347,gate_40,16,False,False
348,gate_40,7,True,False
349,gate_30,42,False,False
350,gate_30,21,True,True
351,gate_40,39,True,False
352,gate_30,189,False,False
353,gate_30,12,False,False
354,gate_40,7,False,False
355,gate_30,121,True,False
356,gate_40,6,False,False
357,gate_40,22,False,False
358,gate_40,9,False,False
359,gate_30,36,True,True
360,gate_30,16,False,False
361,gate_40,57,False,False
362,gate_30,25,False,False
363,gate_40,82,True,True
364,gate_40,7,False,False
365,gate_40,32,False,False
366,gate_30,10,False,False
367,gate_30,17,True,False
368,gate_40,32,True,True
369,gate_30,12,False,False
370,gate_30,29,False,False
371,gate_40,13,True,True
372,gate_40,22,True,False
373,gate_40,8,False,False
374,gate_40,13,True,False
375,gate_30,15,False,False
376,gate_40,409,False,False
377,gate_40,9,True,False
378,gate_30,152,False,False
379,gate_40,32,True,True
380,gate_40,4,False,False
381,gate_40,35,True,True
382,gate_40,92,True,True
383,gate_40,11,True,True
384,gate_30,15,True,True
385,gate_30,181,True,False
386,gate_40,36,True,True
387,gate_40,15,True,False
388,gate_40,42,True,False
389,gate_40,13,True,True
390,gate_40,26,True,False
391,gate_30,9,False,False
392,gate_40,6,False,False
393,gate_40,28,True,True
394,gate_40,8,False,False
395,gate_40,235,False,False
396,gate_40,4,False,False
397,gate_30,19,True,True
398,gate_30,12,True,True
399,gate_30,41,False,False
400,gate_40,17,True,False
401,gate_30,4,True,False
402,gate_30,23,True,True
403,gate_40,97,True,False
404,gate_30,21,False,False
405,gate_40,35,False,False
406,gate_30,13,False,False
407,gate_30,4,False,False
408,gate_40,45,True,False
409,gate_30,20,True,False
410,gate_30,27,False,False
411,gate_40,16,False,False
412,gate_40,39,True,False
413,gate_30,12,False,False
414,gate_40,4,True,False
415,gate_30,1,True,True
416,gate_30,36,False,False
417,gate_40,59,False,False
418,gate_40,430,False,False
419,gate_40,27,True,True
420,gate_40,93,False,False
421,gate_40,68,True,True
422,gate_40,12,False,False
423,gate_30,11,True,True
424,gate_40,30,False,False
425,gate_30,18,False,False
426,gate_30,37,False,False
427,gate_30,24,False,False
428,gate_30,157,False,False
429,gate_40,2,True,False
430,gate_40,7,False,False
431,gate_40,18,False,False
432,gate_30,46,False,False
433,gate_30,86,False,False
434,gate_30,104,True,True
435,gate_30,19,True,True
436,gate_40,11,False,False
437,gate_40,80,True,False
438,gate_40,5,False,False
439,gate_30,25,True,True
440,gate_40,4,False,False
441,gate_40,41,True,False
442,gate_40,3,True,True
443,gate_40,326,True,True
444,gate_30,43,False,False
445,gate_30,242,False,False
446,gate_30,8,False,False
447,gate_40,56,False,False
448,gate_30,9,True,True
449,gate_30,16,False,False
450,gate_30,31,True,False
451,gate_30,51,False,False
452,gate_40,73,False,False
453,gate_40,14,False,False
454,gate_30,6,True,False
455,gate_30,4,False,False
456,gate_30,13,False,False
457,gate_30,5,False,False
458,gate_30,30,False,False
459,gate_30,26,True,True
460,gate_30,19,True,False
461,gate_40,18,True,True
462,gate_40,52,True,False
463,gate_30,18,False,False
464,gate_30,40,False,False
465,gate_40,22,True,True
466,gate_40,47,True,False
467,gate_40,17,False,False
468,gate_40,18,True,True
469,gate_30,198,False,False
470,gate_30,22,False,False
471,gate_40,9,True,False
472,gate_30,8,False,False
473,gate_40,28,False,False
474,gate_40,52,True,False
475,gate_40,14,True,True
476,gate_30,5,True,False
477,gate_40,38,False,False
478,gate_30,8,True,True
479,gate_40,23,False,False
480,gate_40,104,True,True
481,gate_30,6,False,False
482,gate_40,62,False,False
483,gate_40,38,True,True
484,gate_30,7,True,False
485,gate_30,17,True,False
486,gate_30,9,False,False
487,gate_30,13,False,False
488,gate_30,9,False,False
489,gate_40,41,False,False
490,gate_30,28,False,False
491,gate_30,18,True,False
492,gate_40,8,False,False
493,gate_30,0,True,True
494,gate_40,23,True,False
495,gate_30,12,False,False
496,gate_30,14,False,False
497,gate_40,24,False,False
498,gate_40,3,False,False
499,gate_40,15,True,True
500,gate_40,15,False,False
501,gate_40,46,True,False
502,gate_30,36,True,False
503,gate_30,31,False,False
504,gate_40,14,True,False
505,gate_40,52,True,False
506,gate_40,12,False,False
507,gate_30,25,True,True
508,gate_30,3,False,False
509,gate_40,17,False,False
510,gate_30,15,False,False
511,gate_40,34,False,False
512,gate_40,19,False,False
513,gate_30,39,True,False
514,gate_40,58,False,False
515,gate_40,17,False,False
516,gate_30,35,False,False
517,gate_40,10,False,False
518,gate_40,20,False,False
519,gate_40,22,True,False
520,gate_30,13,False,False
521,gate_40,5,True,False
522,gate_30,9,True,False
523,gate_30,8,False,False
524,gate_40,8,False,False
525,gate_30,10,False,False
526,gate_30,46,True,False
527,gate_40,14,False,False
528,gate_40,17,False,False
529,gate_40,38,True,True
530,gate_40,14,True,True
531,gate_30,29,False,False
532,gate_30,13,False,False
533,gate_30,284,True,False
534,gate_40,33,False,False
535,gate_40,11,False,False
536,gate_40,40,True,True
537,gate_40,27,False,False
538,gate_30,14,False,False
539,gate_30,249,True,False
540,gate_30,27,False,False
541,gate_40,24,False,False
542,gate_30,47,True,False
543,gate_40,30,False,False
544,gate_30,3,True,False
545,gate_30,25,True,False
546,gate_30,15,True,False
547,gate_40,7,False,False
548,gate_40,30,False,False
549,gate_30,33,True,False
550,gate_30,24,False,False
551,gate_40,34,False,False
552,gate_30,11,False,False
553,gate_40,1,True,False
554,gate_40,50,True,True
555,gate_30,28,True,False
556,gate_30,19,True,True
557,gate_40,10,True,True
558,gate_30,19,True,False
559,gate_30,5,False,False
560,gate_40,16,True,False
561,gate_40,10,True,False
562,gate_40,16,False,False
563,gate_40,4,False,False
564,gate_30,22,False,False
565,gate_30,11,False,False
566,gate_40,48,True,False
567,gate_40,9,False,False
568,gate_30,71,True,False
569,gate_40,6,False,False
570,gate_30,40,True,True
571,gate_30,23,False,False
572,gate_30,5,False,False
573,gate_30,43,False,False
574,gate_30,119,False,False
575,gate_30,16,True,True
576,gate_30,25,False,False
577,gate_40,26,False,False
578,gate_40,26,True,False
579,gate_40,33,True,False
580,gate_40,6,False,False
581,gate_30,27,False,False
582,gate_30,12,False,False
583,gate_40,54,False,False
584,gate_30,98,True,False
585,gate_40,45,True,True
586,gate_30,41,False,False
587,gate_40,432,True,True
588,gate_30,12,False,False
589,gate_40,39,False,False
590,gate_40,68,True,False
591,gate_40,30,False,False
592,gate_30,62,True,False
593,gate_40,18,True,False
594,gate_40,37,False,False
595,gate_40,13,False,False
596,gate_40,32,True,True
597,gate_40,15,False,False
598,gate_30,36,False,False
599,gate_40,29,True,False
600,gate_40,21,True,False
601,gate_40,31,False,False
602,gate_30,45,True,False
603,gate_30,370,False,False
604,gate_40,22,True,False
605,gate_40,25,False,False
606,gate_30,179,False,False
607,gate_40,18,False,False
608,gate_30,20,False,False
609,gate_30,19,True,False
610,gate_30,9,False,False
611,gate_30,5,True,True
612,gate_40,16,False,False
613,gate_30,337,False,False
614,gate_40,29,False,False
615,gate_40,11,False,False
616,gate_40,9,True,False
617,gate_40,10,False,False
618,gate_30,16,False,False
619,gate_40,22,False,False
620,gate_40,27,False,False
621,gate_30,10,True,False
622,gate_40,80,False,False
623,gate_40,10,True,False
624,gate_40,27,True,True
625,gate_40,28,False,False
626,gate_40,30,True,True
627,gate_30,20,False,False
628,gate_40,5,False,False
629,gate_40,7,True,True
630,gate_30,56,True,False
631,gate_30,11,False,False
632,gate_30,2,False,False
633,gate_40,238,True,True
634,gate_40,3,False,False
635,gate_30,23,False,False
636,gate_40,145,True,False
637,gate_30,3,False,False
638,gate_40,17,False,False
639,gate_40,4,False,False
640,gate_40,63,True,False
641,gate_30,21,True,False
642,gate_30,48,False,False
643,gate_30,26,False,False
644,gate_30,16,True,True
645,gate_40,1,False,False
646,gate_40,76,False,False
647,gate_40,9,True,False
648,gate_40,6,False,False
649,gate_40,31,False,False
650,gate_40,202,False,False
651,gate_40,216,True,True
652,gate_40,27,False,False
653,gate_30,8,True,True
654,gate_30,7,False,False
655,gate_30,21,True,True
656,gate_40,22,True,False
657,gate_40,21,False,False
658,gate_30,102,False,False
659,gate_40,30,False,False
660,gate_40,144,True,True
661,gate_30,9,True,False
662,gate_30,26,True,True
663,gate_40,2,True,False
664,gate_40,29,True,False
665,gate_40,2,True,True
666,gate_40,11,False,False
667,gate_40,29,True,True
668,gate_40,35,False,False
669,gate_40,63,True,False
670,gate_40,12,False,False
671,gate_30,26,False,False
672,gate_30,32,False,False
673,gate_30,14,True,False
674,gate_40,20,True,False
675,gate_40,3,True,False
676,gate_40,18,False,False
677,gate_30,1,True,False
678,gate_30,5,False,False
679,gate_30,13,True,True
680,gate_30,7,True,True
681,gate_40,191,True,True
682,gate_30,5,False,False
683,gate_30,54,True,True
684,gate_40,1,False,False
685,gate_30,53,True,True
686,gate_40,78,False,False
687,gate_40,2,False,False
688,gate_30,13,True,True
689,gate_40,38,True,True
690,gate_40,18,True,True
691,gate_40,25,False,False
692,gate_30,68,False,False
693,gate_40,338,True,True
694,gate_30,18,True,True
695,gate_30,8,False,False
696,gate_30,8,False,False
697,gate_40,9,False,False
698,gate_30,51,False,False
699,gate_30,5,False,False
700,gate_40,35,True,False
701,gate_30,8,False,False
702,gate_30,22,True,True
703,gate_30,42,False,False
704,gate_30,16,True,False
705,gate_30,88,True,True
706,gate_30,19,True,False
707,gate_40,449,True,False
708,gate_30,20,True,True
709,gate_30,40,True,True
710,gate_40,28,True,False
711,gate_30,53,False,False
712,gate_40,11,True,False
713,gate_30,23,True,True
714,gate_30,44,True,False
715,gate_30,8,True,False
716,gate_30,10,False,False
717,gate_30,26,False,False
718,gate_30,3,True,True
719,gate_30,0,True,True
720,gate_30,23,True,False
721,gate_30,11,False,False
722,gate_30,25,False,False
723,gate_30,38,False,False
724,gate_40,36,False,False
725,gate_40,30,False,False
726,gate_30,32,False,False
727,gate_40,2,False,False
728,gate_40,21,False,False
729,gate_30,10,True,True
730,gate_40,22,True,False
731,gate_40,64,False,False
732,gate_30,8,True,True
733,gate_30,8,False,False
734,gate_40,30,False,False
735,gate_40,36,False,False
736,gate_30,31,True,True
737,gate_30,14,False,False
738,gate_30,40,False,False
739,gate_30,16,False,False
740,gate_40,24,True,False
741,gate_30,17,False,False
742,gate_30,10,False,False
743,gate_40,49,False,False
744,gate_30,27,False,False
745,gate_30,34,False,False
746,gate_40,17,False,False
747,gate_40,277,True,False
748,gate_40,192,True,True
749,gate_40,22,False,False
750,gate_30,20,False,False
751,gate_30,96,False,False
752,gate_40,12,False,False
753,gate_30,21,True,False
754,gate_30,12,True,False
755,gate_30,34,False,False
756,gate_30,52,True,True
757,gate_30,43,False,False
758,gate_30,105,True,False
759,gate_30,36,False,False
760,gate_30,21,False,False
761,gate_40,9,False,False
762,gate_40,26,True,False
763,gate_40,12,False,False
764,gate_40,15,True,False
765,gate_30,10,True,True
766,gate_30,20,False,False
767,gate_40,11,True,True
768,gate_40,22,False,False
769,gate_40,22,True,False
770,gate_30,12,True,True
771,gate_30,18,True,True
772,gate_30,7,False,False
773,gate_30,23,True,True
774,gate_40,35,False,False
775,gate_40,18,False,False
776,gate_30,28,False,False
777,gate_40,20,True,False
778,gate_40,19,False,False
779,gate_30,13,False,False
780,gate_30,11,False,False
781,gate_30,4,False,False
782,gate_30,16,True,False
783,gate_30,50,True,False
784,gate_30,9,False,False
785,gate_30,99,True,False
786,gate_30,7,True,False
787,gate_40,80,True,True
788,gate_30,35,True,True
789,gate_40,40,True,False
790,gate_30,17,False,False
791,gate_40,23,False,False
792,gate_30,17,False,False
793,gate_30,126,True,False
794,gate_40,29,True,True
795,gate_40,317,True,False
796,gate_40,7,True,False
797,gate_30,13,False,False
798,gate_30,12,True,True
799,gate_40,328,False,False
800,gate_40,5,True,False
801,gate_40,33,True,True
802,gate_40,30,True,False
803,gate_30,4,False,False
804,gate_40,11,False,False
805,gate_30,260,True,True
806,gate_30,38,True,False
807,gate_30,357,True,False
808,gate_40,22,False,False
809,gate_30,9,False,False
810,gate_30,40,False,False
811,gate_40,10,True,False
812,gate_30,372,False,False
813,gate_40,13,False,False
814,gate_30,27,False,False
815,gate_30,22,True,False
816,gate_40,6,True,True
817,gate_30,301,True,True
818,gate_30,11,True,True
819,gate_30,5,False,False
820,gate_30,28,False,False
821,gate_40,24,True,True
822,gate_30,3,True,False
823,gate_40,8,True,True
824,gate_30,2,True,False
825,gate_40,19,True,True
826,gate_40,46,True,False
827,gate_40,74,False,False
828,gate_30,71,True,True
829,gate_30,11,True,False
830,gate_30,6,False,False
831,gate_40,14,True,False
832,gate_40,24,True,True
833,gate_40,36,False,False
834,gate_30,78,True,True
835,gate_40,42,False,False
836,gate_40,38,True,True
837,gate_30,3,True,True
838,gate_30,37,True,False
839,gate_40,10,True,True
840,gate_40,27,True,True
841,gate_40,10,True,True
842,gate_30,320,True,True
843,gate_40,31,False,False
844,gate_30,3,False,False
845,gate_30,56,False,False
846,gate_30,23,True,False
847,gate_40,14,False,False
848,gate_40,8,True,False
849,gate_40,23,True,False
850,gate_30,27,True,False
851,gate_40,10,False,False
852,gate_30,3,True,False
853,gate_40,17,True,False
854,gate_30,8,False,False
855,gate_30,8,False,False
856,gate_30,19,True,False
857,gate_30,40,False,False
858,gate_40,17,True,False
859,gate_40,30,False,False
860,gate_30,28,False,False
861,gate_40,242,False,False
862,gate_30,46,False,False
863,gate_40,49,False,False
864,gate_40,5,False,False
865,gate_40,8,True,True
866,gate_30,13,True,True
867,gate_40,7,False,False
868,gate_40,34,False,False
869,gate_30,97,True,True
870,gate_30,32,False,False
871,gate_40,8,False,False
872,gate_40,20,False,False
873,gate_40,433,True,True
874,gate_40,104,False,False
875,gate_40,260,True,False
876,gate_30,55,False,False
877,gate_30,19,False,False
878,gate_30,31,True,True
879,gate_40,6,True,True
880,gate_30,33,False,False
881,gate_40,45,False,False
882,gate_40,13,False,False
883,gate_40,24,False,False
884,gate_30,235,True,False
885,gate_40,68,False,False
886,gate_30,20,True,True
887,gate_40,30,True,False
888,gate_30,33,True,False
889,gate_30,6,True,False
890,gate_40,43,False,False
891,gate_30,22,False,False
892,gate_30,275,True,False
893,gate_40,30,False,False
894,gate_40,8,False,False
895,gate_40,20,False,False
896,gate_40,32,False,False
897,gate_40,31,True,True
898,gate_30,11,False,False
899,gate_30,186,False,False
900,gate_30,27,True,True
901,gate_40,94,True,False
902,gate_40,7,False,False
903,gate_30,1,True,True
904,gate_30,15,True,False
905,gate_40,10,False,False
906,gate_30,28,False,False
907,gate_40,12,False,False
908,gate_40,0,False,False
909,gate_40,27,False,False
910,gate_30,14,False,False
911,gate_40,17,False,False
912,gate_40,13,False,False
913,gate_40,52,False,False
914,gate_40,18,True,True
915,gate_40,18,False,False
916,gate_40,294,False,False
917,gate_30,57,True,False
918,gate_40,32,True,False
919,gate_40,27,False,False
920,gate_30,28,True,True
921,gate_40,14,False,False
922,gate_40,17,False,False
923,gate_40,227,True,True
924,gate_30,21,True,True
925,gate_30,24,False,False
926,gate_40,24,False,False
927,gate_40,55,True,True
928,gate_30,8,False,False
929,gate_40,42,False,False
930,gate_40,43,False,False
931,gate_40,16,False,False
932,gate_40,10,False,False
933,gate_30,47,True,True
934,gate_30,33,False,False
935,gate_30,29,True,False
936,gate_40,37,False,False
937,gate_30,41,True,True
938,gate_30,17,True,True
939,gate_30,0,False,False
940,gate_40,6,False,False
941,gate_40,8,True,False
942,gate_30,14,True,True
943,gate_30,31,False,False
944,gate_40,27,False,False
945,gate_30,14,False,False
946,gate_30,7,True,False
947,gate_30,27,True,True
948,gate_30,29,True,True
949,gate_30,9,False,False
950,gate_30,30,True,False
951,gate_30,21,True,False
952,gate_40,158,True,True
953,gate_30,14,False,False
954,gate_40,11,False,False
955,gate_40,44,True,False
956,gate_30,9,True,False
957,gate_40,7,False,False
958,gate_30,272,True,False
959,gate_40,10,False,False
960,gate_30,21,False,False
961,gate_30,53,True,False
962,gate_30,56,True,False
963,gate_40,8,False,False
964,gate_30,54,False,False
965,gate_40,23,False,False
966,gate_30,17,True,False
967,gate_40,396,True,True
968,gate_30,70,False,False
969,gate_40,30,False,False
970,gate_30,25,True,True
971,gate_30,2,True,False
972,gate_30,10,False,False
973,gate_30,5,False,False
974,gate_40,72,False,False
975,gate_30,22,True,True
976,gate_40,22,False,False
977,gate_30,16,True,True
978,gate_40,25,True,False
979,gate_30,11,True,False
980,gate_30,3,False,False
981,gate_40,20,True,True
982,gate_30,73,True,True
983,gate_30,43,True,True
984,gate_40,29,False,False
985,gate_40,14,False,False
986,gate_30,19,False,False
987,gate_30,740,False,False
988,gate_40,6,True,True
989,gate_30,136,True,True
990,gate_30,56,True,True
991,gate_30,11,False,False
992,gate_40,25,True,False
993,gate_40,11,False,False
994,gate_30,21,False,False
995,gate_30,7,True,True
996,gate_30,29,True,False
997,gate_40,45,True,True
998,gate_30,24,True,True
999,gate_30,26,False,False
1000,gate_40,18,False,False
1001,gate_30,20,True,True
1002,gate_40,20,False,False
1003,gate_30,20,False,False
1004,gate_30,43,False,False
1005,gate_30,9,False,False
1006,gate_40,14,False,False
1007,gate_40,12,False,False
1008,gate_40,2,True,False
1009,gate_30,8,False,False
1010,gate_40,6,True,False
1011,gate_30,41,True,True
1012,gate_30,7,False,False
1013,gate_40,15,False,False
1014,gate_30,24,True,True
1015,gate_30,48,True,True
1016,gate_30,210,True,False
1017,gate_30,35,True,False
1018,gate_30,41,False,False
1019,gate_40,224,True,True
1020,gate_30,33,True,True
1021,gate_40,29,True,False
1022,gate_40,20,True,False
1023,gate_30,58,False,False
1024,gate_30,5,True,True
1025,gate_30,8,False,False
1026,gate_40,11,False,False
1027,gate_30,21,False,False
1028,gate_40,19,True,False
1029,gate_30,511,True,False
1030,gate_40,4,True,False
1031,gate_30,15,True,False
1032,gate_30,58,True,True
1033,gate_40,2,True,False
1034,gate_40,12,False,False
1035,gate_30,12,True,False
1036,gate_40,43,False,False
1037,gate_30,9,False,False
1038,gate_40,3,True,False
1039,gate_40,16,True,False
1040,gate_30,14,False,False
1041,gate_30,7,False,False
1042,gate_30,12,False,False
1043,gate_40,17,False,False
1044,gate_40,11,False,False
1045,gate_30,0,True,False
1046,gate_30,19,True,False
1047,gate_40,18,True,False
1048,gate_40,39,True,True
1049,gate_40,12,False,False
1050,gate_30,2,False,False
1051,gate_30,12,False,False
1052,gate_30,35,False,False
1053,gate_40,21,True,True
1054,gate_30,147,False,False
1055,gate_40,10,True,False
1056,gate_30,4,True,False
1057,gate_40,44,False,False
1058,gate_40,6,False,False
1059,gate_40,70,True,False
1060,gate_30,40,False,False
1061,gate_30,17,True,False
1062,gate_30,41,True,True
1063,gate_40,14,True,True
1064,gate_40,10,False,False
1065,gate_40,54,True,True
1066,gate_40,5,False,False
1067,gate_40,28,False,False
1068,gate_30,9,True,True
1069,gate_40,19,False,False
1070,gate_30,36,False,False
1071,gate_30,91,False,False
1072,gate_40,28,True,False
1073,gate_30,6,True,False
1074,gate_30,312,True,False
1075,gate_40,9,True,True
1076,gate_30,4,True,True
1077,gate_40,1,True,True
1078,gate_30,3,True,True
1079,gate_30,58,False,False
1080,gate_30,16,True,True
1081,gate_30,0,False,False
1082,gate_40,86,True,False
1083,gate_30,46,False,False
1084,gate_40,40,False,False
1085,gate_30,14,False,False
1086,gate_40,45,False,False
1087,gate_40,54,True,False
1088,gate_40,12,False,False
1089,gate_30,4,False,False
1090,gate_30,36,False,False
1091,gate_30,26,True,True
1092,gate_40,65,True,True
1093,gate_30,28,False,False
1094,gate_30,48,True,True
1095,gate_40,38,False,False
1096,gate_30,243,True,True
1097,gate_40,24,False,False
1098,gate_30,31,True,False
1099,gate_30,59,False,False
1100,gate_40,10,False,False
1101,gate_30,6,False,False
1102,gate_40,38,True,True
1103,gate_30,8,False,False
1104,gate_30,58,False,False
1105,gate_40,24,False,False
1106,gate_40,0,False,False
1107,gate_40,61,True,False
1108,gate_30,29,False,False
1109,gate_40,18,True,True
1110,gate_30,147,False,False
1111,gate_30,7,False,False
1112,gate_40,41,True,True
1113,gate_30,5,False,False
1114,gate_40,5,False,False
1115,gate_30,3,True,True
1116,gate_30,56,False,False
1117,gate_40,13,False,False
1118,gate_40,12,False,False
1119,gate_40,31,True,False
1120,gate_40,14,True,True
1121,gate_40,15,False,False
1122,gate_40,4,False,False
1123,gate_40,78,True,True
1124,gate_30,31,False,False
1125,gate_30,56,True,False
1126,gate_30,100,True,True
1127,gate_40,38,True,True
1128,gate_40,4,True,False
1129,gate_30,9,True,False
1130,gate_40,16,True,True
1131,gate_40,23,True,True
1132,gate_30,22,True,True
1133,gate_40,15,True,False
1134,gate_40,10,False,False
1135,gate_30,164,False,False
1136,gate_40,34,True,True
1137,gate_30,257,True,False
1138,gate_40,15,True,True
1139,gate_40,42,True,False
1140,gate_40,11,False,False
1141,gate_30,24,True,True
1142,gate_40,30,False,False
1143,gate_40,24,False,False
1144,gate_30,33,True,False
1145,gate_40,25,False,False
1146,gate_30,19,True,True
1147,gate_40,125,False,False
1148,gate_30,29,True,True
1149,gate_30,30,False,False
1150,gate_30,44,True,True
1151,gate_40,46,False,False
1152,gate_30,1,False,False
1153,gate_40,90,True,False
1154,gate_30,22,True,True
1155,gate_30,10,False,False
1156,gate_40,18,True,True
1157,gate_40,18,True,True
1158,gate_30,2,True,True
1159,gate_40,22,True,True
1160,gate_40,15,False,False
1161,gate_40,8,False,False
1162,gate_30,31,False,False
1163,gate_30,0,False,False
1164,gate_40,450,False,False
1165,gate_30,58,True,True
1166,gate_40,72,False,False
1167,gate_40,2,False,False
1168,gate_40,12,True,True
1169,gate_40,6,False,False
1170,gate_40,23,False,False
1171,gate_30,140,False,False
1172,gate_40,4,False,False
1173,gate_30,22,True,True
1174,gate_30,67,True,True
